area,rooms,bathroom,parking_spaces,floor,rent_amount,property_tax,total,acept,not acept,furnished,not furnished
360,5,3,6,1,4800,197,5083,1,0,1,0
308,4,4,3,1,15000,1917,21890,1,0,0,1
50,1,1,1,8,3700,209,6160,0,1,1,0
540,4,5,5,13,5100,2236,10820,1,0,0,1
321,3,5,2,1,7318,1072,8501,1,0,1,0
70,3,2,1,3,1290,92,1779,1,0,0,1
130,3,2,2,4,2800,184,4170,1,0,1,0
170,3,2,2,1,4500,267,4835,1,0,0,1
60,2,2,1,11,5500,150,6878,0,1,1,0
45,1,1,0,4,4500,80,5088,0,1,1,0
60,2,1,1,1,750,78,1305,1,0,0,1
340,5,4,2,7,12000,1000,233200,1,0,0,1
58,2,1,0,2,750,30,1090,1,0,0,1
195,4,3,3,7,10000,1336,14060,0,1,0,1
100,2,4,0,1,3000,0,3039,1,0,0,1
50,1,1,0,1,700,67,778,1,0,0,1
54,2,1,1,3,999,23,1321,1,0,0,1
55,2,1,1,3,1300,85,1673,1,0,0,1
48,1,1,2,1,3550,486,6047,1,0,1,0
58,2,1,1,6,1700,165,2737,1,0,0,1
200,3,4,3,19,8500,1000,11780,1,0,1,0
77,3,1,2,3,1500,49,2055,1,0,0,1
72,2,1,1,9,1200,83,1720,1,0,0,1
50,2,1,2,8,1800,59,2386,0,1,0,1
95,2,2,1,11,3000,28120,32180,1,0,0,1
130,3,2,0,1,4800,215,5626,1,0,1,0
30,1,1,0,6,700,0,1210,0,1,0,1
300,4,3,4,9,15000,0,17590,1,0,0,1
95,3,2,1,3,2245,268,3542,1,0,0,1
80,3,1,1,1,1750,0,2393,1,0,0,1
310,3,3,2,16,15000,846,18760,0,1,0,1
170,3,2,0,3,1000,165,2930,1,0,1,0
46,2,1,0,9,820,0,1381,0,1,0,1
97,3,2,0,5,2734,270,3940,1,0,0,1
130,3,2,1,4,7900,386,9521,0,1,1,0
30,1,1,0,2,1140,0,1505,0,1,0,1
40,1,1,1,11,2600,96,3121,0,1,0,1
90,3,2,2,6,2100,150,3167,0,1,1,0
89,2,2,2,8,7700,351,9589,1,0,1,0
240,3,3,5,1,3500,0,6545,1,0,0,1
106,3,2,0,6,2430,0,3600,1,0,0,1
80,2,1,1,18,1500,167,2237,0,1,0,1
22,1,1,1,25,2200,55,2754,1,0,0,1
141,4,3,2,3,4010,542,6103,1,0,0,1
340,4,6,6,1,15000,250,15480,1,0,1,0
105,4,2,2,3,6500,400,8642,1,0,0,1
70,3,1,1,2,1290,180,1867,1,0,0,1
200,3,2,1,8,8000,42,9644,1,0,0,1
62,2,1,0,1,709,22,1020,1,0,0,1
74,2,3,2,24,3200,40,3731,1,0,0,1
333,5,4,3,5,7000,1000,10190,1,0,0,1
250,4,2,5,1,4000,701,5603,1,0,0,1
70,1,1,1,10,3590,83,4188,1,0,1,0
120,3,2,2,1,5500,509,7870,1,0,1,0
35,1,1,0,1,960,75,1150,1,0,0,1
67,2,1,0,4,1529,80,2436,1,0,0,1
220,4,3,4,11,3000,1000,5839,1,0,1,0
80,3,2,2,17,2500,175,3267,1,0,0,1
57,1,1,1,5,4800,194,5824,1,0,0,1
100,2,2,2,1,2200,159,2512,1,0,0,1
60,1,1,0,5,750,100,1360,1,0,0,1
87,3,2,1,12,1450,100,2439,1,0,1,0
530,4,4,6,1,9520,1334,11000,1,0,0,1
35,1,1,0,1,700,80,791,1,0,0,1
140,3,2,2,1,3000,2500,5546,1,0,0,1
45,2,2,0,1,1630,84,1739,0,1,0,1
70,1,1,1,12,3500,171,4716,1,0,1,0
140,3,3,1,1,1360,256,2778,1,0,0,1
80,3,2,1,7,2000,152,2999,1,0,0,1
50,1,1,0,1,1150,50,1218,0,1,0,1
108,3,2,2,12,2900,202,4039,0,1,0,1
60,3,1,1,15,2200,4,2791,1,0,1,0
30,1,1,1,14,3500,100,4105,0,1,1,0
110,3,3,2,2,3800,192,5041,1,0,1,0
70,2,1,1,5,1100,84,2042,1,0,1,0
360,3,5,4,22,3635,1644,7656,1,0,0,1
348,3,3,3,1,6000,350,6441,1,0,0,1
270,3,4,3,10,7900,1792,13600,1,0,0,1
86,2,2,1,1,5500,375,7446,0,1,1,0
100,3,4,2,6,3000,470,4889,0,1,0,1
30,1,1,1,10,1850,0,2448,1,0,1,0
146,3,4,3,20,10000,667,12330,1,0,1,0
100,3,3,1,1,1600,120,2092,1,0,0,1
185,3,2,1,3,6900,0,9477,1,0,0,1
300,3,5,2,7,4600,609,5279,1,0,0,1
120,3,4,0,1,3200,226,3717,1,0,0,1
195,3,3,2,1,2990,330,3365,1,0,0,1
110,1,3,2,6,8000,417,10020,1,0,0,1
210,3,3,3,17,7000,717,10110,1,0,0,1
400,4,6,3,1,6800,700,8803,1,0,0,1
42,2,1,1,4,690,63,938,1,0,0,1
180,3,1,0,1,3400,367,3823,1,0,0,1
329,4,2,2,9,6300,420,8840,1,0,0,1
44,1,1,0,1,1400,0,1518,1,0,0,1
28,1,1,1,1,1250,0,1817,0,1,1,0
90,3,2,1,2,3800,310,5159,0,1,1,0
90,2,1,0,2,2150,212,3012,1,0,0,1
200,2,1,0,1,2800,291,3134,1,0,0,1
240,3,4,3,1,6000,184,6291,1,0,0,1
55,2,1,0,19,1200,84,1802,1,0,0,1
90,3,2,0,8,4200,150,5036,0,1,0,1
85,3,1,2,6,1900,270,3150,1,0,0,1
255,4,4,3,13,11900,0,12050,1,0,1,0
280,5,2,1,1,8000,0,8121,1,0,0,1
32,1,1,0,8,1400,66,2059,1,0,0,1
29,1,1,0,1,1100,8,1123,0,1,0,1
48,1,1,1,15,3000,142,3668,1,0,1,0
170,3,2,2,1,2300,98,2433,1,0,0,1
45,1,1,1,3,3000,0,3340,0,1,1,0
341,4,6,4,1,13000,608,14460,1,0,0,1
80,2,2,0,1,1638,0,1987,1,0,1,0
153,3,2,1,2,2550,157,4240,1,0,0,1
120,3,2,1,2,2200,0,3489,1,0,0,1
33,1,1,0,3,1650,0,2021,1,0,0,1
180,4,4,2,10,5500,507,7977,1,0,0,1
84,3,1,1,3,1200,147,2313,1,0,0,1
73,3,2,1,12,2700,171,3829,1,0,0,1
50,1,2,1,9,3000,210,4099,0,1,1,0
40,1,1,1,5,4320,181,5159,0,1,0,1
216,3,4,4,7,15000,900,18390,1,0,1,0
44,1,1,1,8,2300,70,2880,1,0,0,1
120,3,2,2,1,1700,331,2372,0,1,0,1
150,3,3,2,10,8900,250,10580,1,0,1,0
136,3,2,3,12,2500,325,4257,1,0,1,0
54,1,1,0,2,1000,25,1440,1,0,0,1
100,2,1,1,5,3800,234,5483,1,0,1,0
50,2,1,1,1,1200,0,1712,1,0,0,1
60,2,1,0,1,800,138,951,0,1,0,1
125,3,2,1,5,3500,295,5301,1,0,1,0
28,1,1,0,1,1870,0,2345,1,0,0,1
78,2,1,0,3,1480,32,1814,1,0,0,1
46,1,1,0,6,850,27,1235,1,0,0,1
35,1,1,1,8,2896,78,3604,0,1,1,0
104,3,2,2,2,4200,432,6186,1,0,0,1
215,3,3,2,1,15000,834,19030,0,1,1,0
100,3,2,2,1,2250,15,2299,1,0,0,1
30,1,1,1,1,705,0,715,0,1,0,1
43,1,1,0,3,1500,25,1797,1,0,1,0
234,3,4,3,13,7000,84,9573,1,0,0,1
37,1,1,0,4,1730,142,3214,1,0,1,0
50,2,1,0,1,2000,42,2122,1,0,0,1
71,2,2,1,12,3500,190,4906,1,0,1,0
118,3,3,2,17,3890,356,5296,1,0,1,0
122,3,2,1,4,1750,117,2140,1,0,0,1
58,2,2,1,3,1200,44,2005,1,0,0,1
270,3,3,2,1,9800,0,9948,1,0,0,1
90,3,2,2,9,2500,202,3902,1,0,0,1
400,4,3,3,1,8000,1250,9371,1,0,0,1
155,3,3,2,1,5500,15,6558,1,0,0,1
85,2,1,0,8,2975,134,4648,1,0,1,0
280,4,4,4,1,12000,1667,17440,1,0,1,0
30,1,1,0,8,2000,45,2571,1,0,1,0
54,1,2,0,7,3500,0,3935,1,0,0,1
25,1,1,0,8,750,27,1065,1,0,0,1
176,4,2,2,1,4500,226,4800,1,0,0,1
570,4,6,4,1,10500,1834,12490,1,0,0,1
95,2,2,1,10,1600,170,2527,1,0,0,1
30,1,1,0,4,1153,0,1407,1,0,0,1
250,3,4,3,1,3571,430,4055,1,0,0,1
98,3,3,2,1,2500,0,2538,1,0,0,1
68,2,2,2,3,800,59,1038,1,0,0,1
83,3,2,2,7,3690,317,4858,1,0,0,1
70,2,2,2,6,2250,211,3116,1,0,0,1
50,2,1,1,3,1000,28,1212,1,0,0,1
480,4,5,3,1,4100,1700,8062,1,0,0,1
250,3,2,8,1,10000,0,10150,1,0,0,1
191,4,3,3,13,9500,1200,13620,0,1,0,1
140,3,3,3,7,8000,800,11100,0,1,0,1
49,1,1,1,5,2600,134,3051,1,0,0,1
362,5,4,4,15,7900,1504,10910,0,1,0,1
61,2,1,0,3,1297,21,1975,1,0,0,1
156,3,2,1,1,1615,110,1754,1,0,0,1
179,3,2,1,3,5400,359,7285,1,0,0,1
120,3,3,2,5,2800,150,4087,1,0,1,0
200,4,2,2,1,12000,233,12430,1,0,1,0
185,3,3,3,20,5600,907,9248,1,0,0,1
120,2,2,0,1,3600,120,4066,1,0,0,1
50,2,1,1,13,1715,12,2156,1,0,0,1
400,3,3,2,1,4800,0,4879,1,0,0,1
240,3,4,2,1,8200,625,8950,1,0,0,1
60,2,1,1,13,1520,80,2170,1,0,1,0
100,2,1,3,1,2700,378,3119,0,1,0,1
250,4,4,3,1,7500,417,8030,0,1,0,1
100,4,2,1,2,1820,167,2764,1,0,0,1
72,1,2,1,6,2000,0,2606,1,0,0,1
70,2,1,0,2,2000,7,2283,1,0,1,0
16,1,1,0,2,2700,5,2740,1,0,0,1
98,3,2,2,10,4500,0,5458,1,0,0,1
170,3,3,1,6,2060,200,3587,1,0,0,1
45,2,1,0,1,1450,43,1585,0,1,0,1
90,2,2,1,7,5500,142,6472,1,0,1,0
30,1,1,1,11,2570,0,3078,1,0,1,0
140,3,3,2,3,4905,59,7377,1,0,0,1
90,2,2,2,2,3640,342,5259,1,0,0,1
62,2,2,0,1,1300,0,1318,1,0,0,1
80,2,2,0,6,2500,0,3183,1,0,0,1
40,1,1,0,1,750,0,762,0,1,0,1
65,1,1,0,1,1800,30,2154,1,0,0,1
300,3,2,1,1,3900,538,4497,1,0,0,1
340,4,4,3,1,10000,1084,11240,1,0,0,1
72,2,2,1,6,5270,334,6771,1,0,0,1
250,4,3,3,1,13000,950,14150,0,1,0,1
100,2,2,3,12,3478,180,5173,0,1,0,1
45,1,1,1,1,5520,0,8590,0,1,1,0
98,3,1,0,1,12750,50,13230,0,1,0,1
164,3,2,2,1,3200,131,3384,1,0,0,1
250,3,3,4,1,6500,309,7157,1,0,1,0
28,1,1,0,3,1189,0,1814,1,0,1,0
60,2,1,0,11,1650,0,2272,0,1,1,0
105,3,3,2,4,2720,417,4552,0,1,0,1
220,2,4,3,26,12960,834,15960,0,1,0,1
250,5,3,1,1,4000,100,4661,1,0,0,1
171,3,3,1,13,5100,259,7819,1,0,0,1
156,4,3,2,4,3900,600,5901,1,0,0,1
150,3,5,3,1,4500,189,4757,1,0,1,0
75,3,2,1,3,1500,50,2070,1,0,0,1
254,3,5,4,18,10000,990,13120,1,0,0,1
68,1,2,1,6,9000,532,11950,1,0,1,0
55,2,1,0,5,1528,0,1885,0,1,0,1
40,1,1,0,10,800,19,1031,1,0,0,1
230,2,3,1,1,12000,450,15600,1,0,1,0
70,2,2,0,3,1995,80,2505,0,1,1,0
170,4,5,2,1,3700,0,3756,1,0,0,1
40,1,1,1,1,1050,67,1535,1,0,0,1
45,1,1,1,1,5520,0,8590,0,1,1,0
270,3,4,3,4,7500,1471,12770,1,0,1,0
54,2,1,1,10,1500,23,1863,1,0,0,1
291,4,3,2,1,3300,208,3558,1,0,0,1
86,2,1,1,1,1310,130,1658,1,0,0,1
77,2,1,1,5,2200,0,3114,1,0,0,1
86,3,2,2,10,2900,190,3677,1,0,1,0
200,3,4,2,4,2000,275,4801,0,1,0,1
90,2,2,2,16,4800,203,5931,0,1,1,0
64,2,2,2,12,3400,161,4395,1,0,0,1
54,2,1,2,2,1310,30,1600,1,0,0,1
387,7,5,3,1,6000,394,6501,1,0,1,0
100,2,3,2,20,10000,138,11350,0,1,1,0
50,2,2,1,9,1800,0,2213,1,0,0,1
520,3,3,4,20,12000,1133,15520,0,1,0,1
23,1,1,0,25,2100,59,2579,1,0,0,1
60,1,1,0,3,1580,0,2121,1,0,0,1
96,2,1,1,4,3000,0,3839,0,1,0,1
140,3,1,0,1,2700,167,2908,1,0,0,1
103,3,2,0,4,2750,200,3798,1,0,0,1
148,4,4,4,10,2000,406,5012,1,0,1,0
172,4,3,1,1,3500,114,3667,1,0,0,1
93,2,3,2,5,3200,350,4597,1,0,0,1
72,2,2,1,4,2300,200,3220,1,0,0,1
68,2,1,1,1,1500,70,1990,1,0,0,1
350,4,3,4,1,4000,209,4270,1,0,0,1
70,2,2,1,1,3500,225,4721,1,0,1,0
400,5,4,3,1,6900,1017,10620,1,0,0,1
38,1,1,0,1,690,9,990,1,0,0,1
107,2,2,1,12,8400,293,10100,0,1,0,1
38,1,1,0,1,950,0,1023,0,1,0,1
111,3,2,0,7,2500,264,4166,1,0,0,1
140,4,3,2,10,3800,334,6183,1,0,0,1
35,1,1,0,1,1150,30,1195,1,0,0,1
178,3,3,4,12,15000,850,18220,0,1,1,0
200,2,2,1,10,9500,600,12920,1,0,1,0
33,1,1,0,1,1000,63,1414,0,1,0,1
90,3,2,1,2,1600,140,2062,0,1,0,1
65,2,1,0,1,1600,67,2248,0,1,0,1
320,3,3,8,1,5500,572,6155,1,0,0,1
68,2,1,0,2,1320,26,1526,1,0,0,1
180,6,2,3,1,4800,242,5113,1,0,0,1
50,2,1,1,1,1300,69,1389,0,1,0,1
137,3,2,1,6,4700,293,6533,1,0,0,1
165,3,2,2,8,6500,779,9112,1,0,1,0
180,2,2,1,15,5350,0,7218,1,0,0,1
220,4,4,3,12,5100,892,9657,1,0,0,1
85,2,2,1,1,2800,0,3379,1,0,0,1
37,1,1,0,8,1400,209,2328,0,1,1,0
64,2,3,2,2,2750,113,3304,1,0,0,1
97,2,2,1,7,4400,334,6561,1,0,0,1
90,3,2,1,1,1300,115,1568,1,0,0,1
130,3,2,1,9,4500,209,6117,1,0,0,1
128,4,2,1,7,3400,59,4403,0,1,0,1
58,2,2,1,12,4000,256,5235,0,1,1,0
76,2,1,1,2,900,0,1112,0,1,0,1
220,2,4,2,1,6200,1200,7494,1,0,1,0
40,1,1,0,1,780,17,839,0,1,0,1
235,3,4,3,2,2550,1000,5583,1,0,0,1
45,1,1,0,9,1100,55,1455,1,0,0,1
47,2,1,1,4,1100,0,1694,0,1,0,1
471,5,6,3,1,14000,1297,15530,1,0,0,1
50,1,1,0,4,520,23,968,1,0,0,1
344,3,4,4,16,15000,1231,19590,0,1,0,1
38,1,1,1,12,1850,28,2255,0,1,1,0
42,2,1,0,1,860,13,889,1,0,0,1
60,1,1,1,9,1400,101,1790,1,0,0,1
500,4,6,4,1,13000,2200,15400,1,0,0,1
49,2,1,1,5,1700,21,2043,1,0,0,1
48,2,1,1,3,900,96,1128,1,0,0,1
45,2,1,0,1,1300,109,1429,0,1,0,1
72,2,2,1,2,1200,60,1848,1,0,0,1
400,3,2,1,1,1600,258,1885,1,0,0,1
28,1,1,0,1,1750,0,1773,0,1,1,0
189,3,2,2,9,8500,489,11600,1,0,0,1
160,3,2,0,12,3900,150,5339,1,0,0,1
330,4,4,2,21,15000,1084,17490,1,0,0,1
200,3,5,4,6,1720,959,4671,1,0,0,1
375,4,5,5,1,15000,2805,22790,1,0,0,1
68,2,2,1,7,1877,0,2390,1,0,1,0
70,2,1,1,8,2500,92,3474,1,0,0,1
110,3,2,0,10,2950,303,4552,0,1,1,0
103,3,3,2,7,5600,330,7471,0,1,0,1
26,1,1,0,2,1500,59,1629,0,1,0,1
88,3,2,2,2,1200,109,1637,0,1,0,1
165,3,4,3,7,4500,573,6831,1,0,0,1
80,2,2,0,1,1100,167,1284,0,1,0,1
90,3,2,2,9,2780,116,3370,1,0,0,1
380,4,1,2,1,4000,386,4447,0,1,0,1
174,3,4,2,2,6000,390,8403,1,0,0,1
128,4,5,1,1,6800,71,6958,1,0,0,1
160,3,4,4,2,2100,480,4857,1,0,0,1
168,3,2,0,1,3700,417,5165,1,0,0,1
100,3,2,2,1,2200,105,3033,1,0,1,0
69,2,1,1,9,1370,56,1944,1,0,1,0
300,3,3,0,1,5000,0,5082,1,0,1,0
163,4,4,0,14,7500,22,8627,1,0,0,1
86,3,1,1,5,2200,116,3344,1,0,1,0
236,4,3,3,13,1600,1015,5706,1,0,0,1
112,3,2,0,7,3900,271,5566,1,0,0,1
600,5,5,6,1,12750,1059,14000,1,0,0,1
256,4,5,4,8,3000,1167,8106,1,0,0,1
220,3,4,2,1,3500,276,3829,0,1,0,1
257,4,4,4,14,12000,1584,18740,0,1,0,1
75,3,1,1,4,1500,66,1866,1,0,0,1
400,3,1,1,1,7650,666,8433,1,0,1,0
560,4,6,5,1,6550,1700,8349,1,0,0,1
220,4,4,5,3,4600,0,6359,0,1,1,0
70,1,1,1,4,3500,255,4866,1,0,0,1
19,1,1,0,1,1200,37,1253,0,1,0,1
35,1,1,0,1,900,11,925,1,0,0,1
70,1,1,1,4,2600,66,3439,1,0,0,1
40,1,1,0,12,3300,74,3786,0,1,1,0
37,1,1,0,2,1500,67,1919,1,0,0,1
180,2,2,1,12,9000,480,13000,1,0,0,1
60,1,1,0,2,2300,140,3070,0,1,0,1
90,3,2,1,9,2050,60,2837,1,0,0,1
208,4,2,4,1,4500,282,4850,1,0,0,1
160,3,2,1,11,4700,275,6896,1,0,0,1
180,4,2,1,3,3610,248,4677,1,0,1,0
150,4,3,0,1,3300,800,4159,1,0,0,1
75,2,1,1,1,1080,80,1177,1,0,0,1
90,2,2,1,4,1039,350,3063,1,0,0,1
170,4,2,2,1,2900,50,2994,1,0,0,1
193,2,4,4,7,13000,1323,16440,1,0,0,1
40,1,1,0,22,2300,39,2842,1,0,1,0
45,1,1,1,5,3850,209,4627,1,0,1,0
116,3,4,2,4,8000,584,9722,1,0,0,1
67,2,2,1,1,2300,0,2980,1,0,1,0
40,1,1,0,8,1920,117,2747,0,1,1,0
140,2,3,1,1,3850,150,4058,1,0,0,1
52,2,1,1,7,980,77,1318,1,0,0,1
350,3,4,6,1,3850,834,4742,1,0,0,1
420,3,4,4,1,6000,417,6508,0,1,0,1
204,4,4,2,1,3440,100,3602,1,0,0,1
110,2,2,1,1,2200,192,2426,1,0,0,1
645,5,8,8,1,15000,2334,17560,1,0,0,1
260,4,5,5,3,11000,2441,17010,1,0,0,1
160,2,1,0,12,2400,0,3631,0,1,0,1
50,2,1,0,1,1200,42,1261,1,0,0,1
40,1,2,0,7,1800,53,2377,1,0,0,1
60,2,1,0,1,3000,84,3738,1,0,1,0
30,1,1,0,12,1000,50,1063,1,0,0,1
75,3,2,0,8,1615,124,2551,1,0,0,1
78,3,3,1,2,2850,206,4023,1,0,0,1
140,4,2,2,1,3500,413,4960,1,0,0,1
500,3,7,5,14,7950,900,10840,1,0,1,0
80,1,1,0,1,971,15,1004,1,0,0,1
182,3,4,2,1,2900,74,3190,1,0,0,1
90,2,1,1,1,2735,19,2796,1,0,0,1
103,3,2,1,2,1500,137,2776,1,0,0,1
180,3,2,3,2,5100,250,5425,1,0,1,0
32,1,1,0,1,1100,0,1665,0,1,1,0
52,1,1,1,6,750,46,1166,1,0,0,1
75,4,1,0,2,2200,34,3063,1,0,0,1
290,4,5,4,1,6000,500,6599,1,0,0,1
50,1,1,1,6,2000,0,2760,1,0,1,0
550,5,6,4,1,15000,1119,16350,1,0,0,1
216,4,4,4,9,2800,686,5232,1,0,0,1
444,4,4,5,1,10000,584,10740,1,0,1,0
69,3,2,1,5,1850,65,2338,1,0,0,1
76,2,1,2,3,2100,99,2432,0,1,1,0
180,3,5,3,3,8100,0,11100,1,0,0,1
445,3,5,4,1,15000,1339,19760,1,0,1,0
156,3,4,3,8,4200,305,6159,1,0,0,1
35,1,1,0,1,1100,30,1144,1,0,0,1
130,3,4,3,7,2400,597,4441,1,0,0,1
92,3,2,1,4,3200,75,4042,1,0,1,0
200,3,2,4,1,8500,407,9035,1,0,0,1
50,2,1,1,13,1300,4,1971,1,0,0,1
50,2,1,0,1,850,25,889,0,1,0,1
155,3,3,2,2,12000,700,15150,1,0,1,0
1000,5,4,3,15,7000,634,8983,1,0,0,1
42,1,1,0,8,1920,34,2879,0,1,1,0
58,2,1,0,13,1480,52,1940,1,0,0,1
35,1,1,1,6,3365,153,4142,0,1,1,0
27,1,1,0,1,1167,334,1517,0,1,0,1
16,1,1,0,1,650,50,709,0,1,0,1
94,3,2,1,1,1900,125,2501,0,1,1,0
83,3,2,1,11,2500,101,3388,1,0,0,1
360,5,4,4,1,9000,600,9748,1,0,0,1
360,5,2,2,1,4600,436,5648,1,0,0,1
430,4,5,5,1,13000,474,13670,1,0,0,1
29,1,1,0,1,1100,8,1123,1,0,0,1
120,3,2,0,6,2490,105,3278,1,0,0,1
50,1,1,1,6,4500,251,6014,1,0,0,1
60,2,1,0,1,650,42,704,1,0,0,1
45,2,2,0,1,1630,84,1739,0,1,0,1
250,3,2,2,1,12000,542,12730,1,0,0,1
200,3,2,2,1,4700,184,4955,1,0,1,0
70,2,1,1,9,2500,105,3288,1,0,0,1
48,1,1,0,1,1100,9,1126,0,1,0,1
70,2,1,1,2,2500,14,3340,0,1,0,1
73,2,2,1,6,5000,196,6332,1,0,1,0
90,2,1,0,1,2700,25,3260,0,1,0,1
45,1,1,0,1,640,84,784,1,0,0,1
80,2,2,2,1,3600,390,4045,0,1,0,1
106,3,2,2,6,5520,275,7265,1,0,0,1
45,2,1,1,3,850,63,1211,1,0,0,1
315,4,4,2,14,7450,0,11050,1,0,0,1
287,3,5,0,16,12000,1421,17270,1,0,0,1
230,4,3,2,8,5500,48,7522,1,0,0,1
42,1,2,1,6,2500,313700,316900,0,1,0,1
152,2,2,1,3,1500,342,2962,1,0,0,1
75,3,1,2,3,1300,74,1990,1,0,0,1
94,3,2,2,3,2000,42,3068,1,0,0,1
70,2,2,0,5,2100,13,2551,0,1,0,1
59,2,1,0,15,1750,0,2315,1,0,0,1
380,4,3,2,12,15000,1000,21690,0,1,1,0
217,4,4,3,1,4910,1417,10190,1,0,0,1
110,2,1,1,2,2800,137,4173,1,0,0,1
38,1,1,0,8,550,70,927,1,0,0,1
310,4,5,5,6,12000,2709,18660,1,0,1,0
400,3,4,2,1,3150,0,3198,1,0,0,1
55,2,1,1,4,1500,83,1855,1,0,0,1
320,3,5,0,10,6000,2417,13270,0,1,0,1
75,3,2,2,13,1600,75,2396,0,1,0,1
235,4,5,3,6,3300,496,4600,1,0,0,1
434,5,6,0,10,11000,2192,15970,0,1,1,0
160,4,4,2,3,7000,275,10060,0,1,0,1
108,3,2,2,5,4348,250,5754,1,0,0,1
280,5,5,2,1,12750,929,18220,1,0,1,0
55,2,1,1,3,680,125,1484,1,0,0,1
60,2,1,1,1,1500,55,2375,0,1,0,1
226,4,4,3,4,10000,1200,14830,0,1,0,1
58,2,1,1,2,900,0,1112,1,0,0,1
178,4,3,2,5,6700,660,9145,1,0,0,1
40,1,1,0,2,1150,35,1322,1,0,1,0
205,3,2,4,1,2490,57,2585,1,0,0,1
112,3,2,3,3,2500,332,4115,1,0,0,1
300,4,4,3,13,15000,1100,18150,1,0,1,0
140,3,3,2,1,5000,300,5376,1,0,0,1
113,2,2,2,4,2600,116,3081,1,0,0,1
96,3,2,2,1,1400,120,1989,0,1,0,1
55,1,2,1,4,3500,0,4095,1,0,1,0
180,2,3,3,7,7600,1025,11980,1,0,1,0
240,7,3,4,1,6000,834,6925,1,0,0,1
80,3,4,1,1,3000,0,3046,1,0,0,1
230,5,3,2,3,2200,249,2979,1,0,0,1
127,3,2,3,1,3000,317,4107,1,0,0,1
156,4,4,3,7,6500,369,7856,1,0,0,1
65,2,1,2,21,4000,233,5395,1,0,0,1
88,2,2,2,8,4500,134,5692,1,0,1,0
107,3,2,1,1,2000,42,2078,1,0,0,1
60,2,1,1,2,1200,55,1821,1,0,0,1
35,1,1,0,1,550,9,798,1,0,0,1
243,3,5,1,2,5556,667,8093,1,0,0,1
30,1,1,0,1,850,67,930,0,1,0,1
45,1,1,1,4,870,46,1628,1,0,0,1
130,3,2,2,1,3000,167,3213,1,0,0,1
80,2,2,0,3,2800,0,3141,1,0,1,0
98,2,2,1,13,2166,384,3633,1,0,0,1
15,1,1,0,1,1200,83,1299,0,1,1,0
57,2,2,1,9,1800,281,3185,1,0,0,1
180,4,2,2,3,2400,109,3545,1,0,0,1
200,4,4,3,5,7000,834,10640,1,0,0,1
70,2,2,1,1,1900,55,2184,1,0,0,1
350,2,1,0,1,2500,209,2747,1,0,0,1
64,2,1,0,4,1700,9,1984,0,1,1,0
40,1,1,0,1,750,0,764,0,1,0,1
73,1,1,0,4,700,0,710,1,0,0,1
200,3,3,2,8,12000,834,15490,1,0,0,1
36,1,1,1,4,1990,119,2854,1,0,1,0
63,2,1,0,1,850,26,1287,1,0,0,1
85,2,1,1,6,3500,105,4400,1,0,0,1
198,5,5,2,1,3801,554,5904,1,0,0,1
70,3,1,1,1,940,64,1331,1,0,0,1
60,2,1,1,12,1000,20,1319,0,1,0,1
90,4,3,1,2,950,83,1196,1,0,0,1
98,2,1,0,9,1800,91,2298,1,0,0,1
103,3,2,2,6,3000,459,4648,1,0,0,1
160,2,3,0,1,4300,124,4489,1,0,0,1
100,3,2,1,8,4000,184,5836,1,0,1,0
50,2,1,1,17,1000,0,1478,1,0,0,1
55,2,1,1,4,1100,0,1785,1,0,0,1
80,2,2,0,9,2550,46,3229,0,1,0,1
50,1,1,0,1,690,0,701,1,0,0,1
25,1,1,0,3,1900,0,2253,0,1,0,1
120,2,2,2,1,5500,158,5841,1,0,0,1
127,3,3,2,1,3800,257,4910,1,0,0,1
98,3,2,1,9,5500,200,7120,1,0,0,1
65,1,1,0,1,3050,25,3664,0,1,1,0
86,2,2,2,2,1200,8,1924,1,0,0,1
200,4,3,0,1,15000,834,16100,0,1,0,1
360,4,5,5,20,10000,1666,16690,1,0,0,1
65,2,1,1,2,1410,74,1832,1,0,0,1
93,1,3,1,4,3500,33,4618,0,1,0,1
187,4,5,3,5,5300,1424,10700,1,0,0,1
616,5,5,6,1,12500,1103,13810,1,0,0,1
86,2,2,2,2,1200,8,1924,1,0,0,1
139,2,2,1,4,4396,153,5312,1,0,0,1
100,2,2,1,21,2000,13,3269,0,1,0,1
285,4,4,4,9,8000,1750,12600,1,0,0,1
52,2,1,1,8,3000,145,3944,1,0,0,1
39,1,1,0,10,2000,0,2326,1,0,1,0
42,1,2,1,2,1800,42,2086,1,0,0,1
30,1,1,0,10,1386,34,1778,1,0,1,0
70,2,1,1,7,900,122,1763,1,0,0,1
60,1,1,0,2,1200,50,1336,1,0,0,1
90,2,2,2,7,3040,322,5031,1,0,0,1
61,2,1,0,2,850,30,1273,1,0,0,1
50,1,1,0,8,780,25,1137,1,0,0,1
48,2,1,1,8,1545,49,1994,1,0,0,1
27,1,1,0,5,3500,1,4951,0,1,0,1
100,3,3,1,4,2600,300,4235,1,0,1,0
155,2,1,1,2,4500,510,6768,1,0,0,1
230,4,5,0,1,7600,300,8015,1,0,1,0
47,1,1,1,8,1100,46,1720,1,0,0,1
55,2,1,1,1,730,24,1164,1,0,0,1
60,1,1,1,8,1100,1,1455,1,0,0,1
380,5,6,2,1,4500,125,4699,1,0,0,1
180,3,2,4,1,11000,667,11830,0,1,1,0
196,3,4,2,7,4600,325,6993,1,0,1,0
